endid,endname,end_lat,end_long,geometry,zipcode
31315.0,Connecticut Ave & McKinley St NW,38.964542,-77.075134,POINT (-77.07513400000001 38.964542),20015
31316.0,Yuma St & Tenley Circle NW,38.946182,-77.08059,POINT (-77.08059 38.946182),20016
31317.0,Wisconsin Ave & Ingomar St NW,38.958267,-77.08463,POINT (-77.08463 38.958267),20015
31318.0,Connecticut Ave & Yuma St NW,38.947155,-77.06512,POINT (-77.06511999999999 38.947155),20008
31319.0,Wisconsin Ave & Brandywine St NW,38.949825,-77.08024,POINT (-77.08024 38.949825),20016
31320.0,American University East Campus,38.9363,-77.08713,POINT (-77.08713 38.9363),20016
31321.0,15th St & Constitution Ave NW,38.892242,-77.03323,POINT (-77.03323 38.892242),20560
31322.0,48th Pl & MacArthur Blvd NW,38.917038,-77.09578,POINT (-77.09578 38.917038),20007
31323.0,Woodley Park Metro / Calvert St & Connecticut Ave NW,38.92339,-77.051834,POINT (-77.051834 38.92339),20008
31324.0,18th & New Hampshire Ave NW,38.911266,-77.04183,POINT (-77.04183 38.911266),20009
31325.0,Reservoir Rd & 38th St NW,38.912613,-77.074326,POINT (-77.074326 38.912613),20007
31326.0,Hardy Rec Center,38.909645,-77.08559,POINT (-77.08559 38.909645),20007
31327.0,14th & Q St NW,38.910675,-77.03188,POINT (-77.03188 38.910675),20005
31328.0,21st St & G st NW,38.898308,-77.0464,POINT (-77.04640000000001 38.898308),20036
31400.0,Georgia & New Hampshire Ave NW,38.936775,-77.024086,POINT (-77.024086 38.936775),20010
31401.0,14th St & Spring Rd NW,38.937443,-77.032814,POINT (-77.032814 38.937443),20011
31402.0,14th St Heights / 14th & Crittenden St NW,38.947773,-77.03282,POINT (-77.03282 38.947773),20011
31403.0,5th & Kennedy St NW,38.95663,-77.019806,POINT (-77.019806 38.95663),20011
31404.0,9th & Upshur St NW,38.9418,-77.0251,POINT (-77.02509999999999 38.9418),20011
31405.0,Georgia Ave & Emerson St NW,38.94966,-77.027336,POINT (-77.02733600000001 38.94966),20011
31406.0,14th & Upshur St NW,38.942345,-77.0327,POINT (-77.03270000000001 38.942345),20011
31407.0,14th St & Colorado Ave NW,38.956383,-77.03299,POINT (-77.03299 38.956383),20011
31408.0,Takoma Metro,38.975235,-77.01681,POINT (-77.01681000000001 38.975235),20012
31411.0,Georgia & Missouri Ave NW,38.961338,-77.027855,POINT (-77.027855 38.961338),20011
31412.0,3rd St & Riggs Rd NE,38.957462,-77.002235,POINT (-77.002235 38.957462),20011
31413.0,3rd & Underwood St NW,38.968857,-77.01621,POINT (-77.01621 38.968857),20012
31414.0,Georgia Ave & Piney Branch Rd NW,38.967625,-77.0279,POINT (-77.0279 38.967625),20011
31415.0,Georgia Ave & Kennedy St NW,38.95674,-77.02791,POINT (-77.02791000000001 38.95674),20011
31416.0,14th & Luzon St NW,38.96949,-77.03351,POINT (-77.03351000000001 38.96949),20012
31417.0,Kansas Ave & Sherman Cr NW,38.948055,-77.02147,POINT (-77.02146999999999 38.948055),20011
31418.0,New Hampshire & Gallatin St NW,38.951714,-77.012856,POINT (-77.012856 38.951714),20011
31419.0,Georgia Ave & Morton St NW,38.93213,-77.0235,POINT (-77.0235 38.93213),20010
31420.0,17th & Upshur St NW,38.942165,-77.03873,POINT (-77.03873 38.942165),20011
31421.0,Grant Circle,38.942112,-77.01821,POINT (-77.01821 38.942112),20011
31422.0,Broad Branch Rd & Northampton St NW,38.96577,-77.06882,POINT (-77.06882 38.96577),20015
